Headline,Body ID,Stance,Confidence
ISIS video showing beheading triggers international response,787,unrelated,1
6 hidden mass graves may hold missing Mexican students,1740,unrelated,1
ISIS militants trick mother into ‘eating her kidnapped son’,5,unrelated,1
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,2130,unrelated,1
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1379,unrelated,1
Macaulay Culkin dead hoax: Fake death report spreads on social networks,2022,unrelated,1
Rumor: Seth Rogen to Appear as Woz in Sony's Steve Jobs Film,176,unrelated,1
Eyewitness Says Viral Video of Homeless Man Was Staged,1925,unrelated,1
"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",945,unrelated,1
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,1095,unrelated,1
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,346,unrelated,1
Seth Rogen to Play Apple Co-Founder Wozniak in Steve Jobs Biopic,2272,unrelated,1
Pumpkin Spice condoms? Don't fall for this hoax.,703,unrelated,1
BREAKING NEWS: Gunman 'shot dead' after wounding soldier near Canada parliament,892,unrelated,1
"‘Teletubbies’ Sun Baby: Fans Freak Out Over Jess Smith, 19",2344,unrelated,1
'Jihadi John' named as Mohammed Emwazi from London,2125,unrelated,1
ISIL Beheads American Photojournalist in Iraq,2130,unrelated,1
"280 Pound Catfish: Fisherman Makes Huge Catch In Italy, Catfish Could Set Record",793,unrelated,1
"Kevin Vickers, Sergeant-At-Arms, Shoots a Shooting Suspect in Ottawa; Called a ‘Hero’",2104,unrelated,1
Large space object slams Nicaragua’s capital as asteroid passes Earth,1071,unrelated,1
Doubts cast over Nicaragua meteorite claim,1742,unrelated,1
Mirfield man's tears of joy after lost voicemail of wife retrieved,1171,unrelated,1
US Marine survives headshot from Taliban (video),2091,unrelated,1
Tiger Woods selling Swedish villa — island included,1954,unrelated,1
Matt Taibbi Disappears From Omidyar’s First Look Media,2362,unrelated,1
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1375,unrelated,1
North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,17,unrelated,1
Canadian Soldier Shot At Ottawa War Memorial: Report,1253,unrelated,1
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,1906,unrelated,1
Rumors of ISIS leader's death debunked,1802,unrelated,1
"Apple Watch Gold Edition may cost as much as $5,000",190,unrelated,1
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',639,unrelated,1
Wife and child of Islamic State leader Baghdadi held in Lebanon,2360,unrelated,1
McDonald’s Will Stop Serving Overweight Customers Beginning 1/1/15,2470,unrelated,1
"Israel opens dams, floods Gaza",719,unrelated,1
"Suspected meteorite leaves crater in Managua, is linked to asteroid",373,unrelated,1
"No, that high school kid didn't make $72 million trading stocks",945,unrelated,1
Ottawa shooting: Sergeant-at-arms Kevin Vickers hailed a hero for shooting rampaging gunman,2521,unrelated,1
Tiger Woods' former luxury island goes on sale,240,unrelated,1
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",499,unrelated,1
UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,979,unrelated,1
Vigilantes cut off alleged rapist's penis,2015,unrelated,1
This Kid Made $72 Million During Lunch,405,unrelated,1
Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),405,unrelated,1
Rumors of ISIS leader's death debunked,769,unrelated,1
"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",1004,unrelated,1
Alleged Ottawa gunman: What we know so far about Michael Zehaf-Bibeau,1802,unrelated,1
Two blokes dared to eat 20-year-old burger for charity,199,unrelated,1
Amazon plans a streaming-video alternative,1323,unrelated,1
Apple Watch battery will require nightly charging,1570,unrelated,1
Apple Watch Gold Edition rumored to be priced at $1200: Will you buy?,54,unrelated,1
Report: Missing Libyan jetliners raise fears of suicide airliner attacks on 9/11,1660,unrelated,1
"Rare Case: Seven Bosnian Girls, Aged 13 And 14, Fall Pregnant After Five-Day School Trip; Parents Outraged After School Cites 'Parental Neglect'",499,unrelated,1
Isis claims it has US airdrop of weapons,2483,unrelated,1
"No, a spider (probably) didn't crawl through a man's body for several days",1819,unrelated,1
Cameron vows to hunt down IS 'monsters' after Haines murder,1360,unrelated,1
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",1319,unrelated,1
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1375,unrelated,1
"Piper Jaffray pegs stainless steel Apple Watch price at $499, Edition at $4,999",885,unrelated,1
Report: Exec popped for $300k dinner after run at blackjack,1682,unrelated,1
IPhone 6 users are tearing their hair out,161,unrelated,1
"Mass Graves Found In Mexico, Near Place Where 43 Students Went Missing",712,unrelated,1
This Selfless Homeless Man Receives $100 & Doesn't Spend A Dime On Himself!,2163,unrelated,1
Mexico Student Massacre Update: More Graves Discovered At Murder Site,1678,unrelated,1
Report: Nigerian Woman Quarantined in KC with Ebola-Like Symptoms (Video),781,unrelated,1
Here Are Microsoft's New Robot Security Guards,1195,unrelated,1
"No, Vladimir Putin did not get pooped on by a bird during a First World War speech",1028,unrelated,1
What Glenn Beck Fears May Be Done With the 11 Missing Jets,922,unrelated,1
N. Korea’s Kim has leg injury but in control,1148,unrelated,1
6 hidden mass graves may hold missing Mexican students,1678,unrelated,1
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",1697,unrelated,1
"Tiger Woods is not on suspension for failing a drug test, his agent and a PGA official say",1867,unrelated,1
"Apple Watch users will need to recharge nightly, company still working to improve uptime before launch",1834,unrelated,1
Soldier shot near Canadian parliament building,892,unrelated,1
Michael Abdul Zehaf Bibeau Pictures: Photos of Alleged ISIS-Linked Gunman in Canada,2214,unrelated,1
"Absent from duty for 25 years, CPWD official dismissed",686,unrelated,1
Norfolk Man Pays £300 For His Constipated Goldfish To Have Lifesaving Surgery,2044,unrelated,1
"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date",630,unrelated,1
Speeding Up ‘Seinfeld’ For Younger Viewers,726,unrelated,1
The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,945,unrelated,1
Dog abandoned at Scottish rail station with suitcase full of belongings  Read more: http://www.ctvnews.ca/world/dog-abandoned-at-scottish-rail-station-with-suitcase-full-of-belongings-1.2175026#ixzz3O9Shc1IO,347,unrelated,1
Tips for Chinese choosing an English name,624,unrelated,1
Did NBC Nightly News Go Live To A Man Who Was Taking A Piss?,381,unrelated,1
Mexico police find mass grave near site 43 students vanished,1740,unrelated,1
Isis militants claim to have killed US journalist James Foley,1820,unrelated,1
Microsoft Hires Dalek-style Robocops to Guard Silicon Valley HQ,1195,unrelated,1
"New York schoolboy who made $72MILLION trading stocks on his lunch breaks - and now takes his friends out to dine on $400 caviar, drives a BMW and has definitely made his immigrant parents proud",1693,unrelated,1
"Led Zeppelin Reunion: Robert Plant Rips Up $300 Million Contract, Refuses To Rejoin Legendary Band",158,unrelated,1
TBS speeds up Seinfeld 7.5% to gain an extra 2 minutes of commercial ad time.,1408,unrelated,1
"Gold Apple Watch Edition price? Speculators say at least $10,000",1730,unrelated,1
Brian Williams slams social media for speculation weatherman Mike Seidel relieved himself on air,1885,unrelated,1
"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",1699,unrelated,1
White House fence-jumper made it far deeper into building than previously known,263,unrelated,1
Michael Phelps' girlfriend was born male but did not tell swimmer about her past,942,unrelated,1
"Don't forget to tip...especially if you spend $300,000",737,unrelated,1
Star Wars: The Force Awakens to be released this summer?,748,unrelated,1
Man has his PENIS cut off by angry mob after 'attempted rape' of teenager,368,unrelated,1
AWESOME! Canadian Parliament’s Sergeant-at-Arms Kevin Vickers Takes Out Gunman,1586,unrelated,1
Meet the 17-Year-Old Who Made $72 Million During His High-School Lunch Breaks,2132,unrelated,1
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,2130,unrelated,1
ISIS leader dead?,789,unrelated,1
"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",676,unrelated,1
Lynch mob use butcher's meat cleaver to castrate rapist they caught attacking teenage girl in alleyway in Indian city,1673,unrelated,1
Breaking: Soldier shot at National War Memorial in Ottawa,359,unrelated,1
"Source: Pot in NYC may soon net just a ticket, not arrest",2217,unrelated,1
REPORT: The Batmobile Might Have Been Stolen In Detroit,702,unrelated,1
"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",1083,unrelated,1
Magic mushrooms found at Buckingham Palace,562,unrelated,1
Chugging eggnog sends Utah man to hospital,126,unrelated,1
Michelle Obama’s face blurred by Saudi state television,1343,unrelated,1
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",365,unrelated,1
Canadian Soldier Shot At Ottawa War Memorial: Report,269,unrelated,1
NET Extra: Back-from-the-dead Catholic priest claims God is a female,1014,unrelated,1
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,2213,unrelated,1
Audio recording allegedly captures moment Michael Brown was shot,2127,unrelated,1
"Vice Media CEO Shane Smith Spent $300,000 on Las Vegas Dinner (Report)",737,unrelated,1
Nun who had no idea she was pregnant gives birth after going to hospital with stomach pains,1760,unrelated,1
Canadian-Israeli woman reportedly kidnapped by ISIS: Jerusalem Post,573,unrelated,1
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,2130,unrelated,1
Everyone chill! Banksy has NOT been arrested,944,unrelated,1
Fence-jumper made it farther in White House than Secret Service let on,1137,unrelated,1
Meteorite 'caused mysterious boom in Nicaragua',373,unrelated,1
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1896,unrelated,1
Unlucky in love man CHOPS OFF own penis because he was fed up with not having a girlfriend,1646,unrelated,1
Court Orders Probe Into Complaints Of 'Forced Castration' In Religious 'Dera' Sect,684,unrelated,1
New Audio Shows Michael Brown Was Shot at 11 Times,2044,unrelated,1
Did Paul Rudd Help Tackle That Dallas Airport Gay-Basher?,487,unrelated,1
'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',754,unrelated,1
Texas plumber's truck on front line of Syria war,381,unrelated,1
"ISIS Unleash ""Scorpion"" Bombs In Iraq",1474,unrelated,1
ISIS executioner 'Jihadi John' named by media,1933,unrelated,1
Meteorite strike in Nicaragua puzzles experts,2475,unrelated,1
Banksy 'Arrested & Real Identity Revealed' Is The Same Hoax From Last Year,324,unrelated,1
Meteorite strike in Nicaragua puzzles experts,757,unrelated,1
Banksy arrest hoax: Internet duped by fake report claiming that the street artist's identity has been revealed,30,unrelated,1
Microsoft turns to robotic security guards to watch for trouble,2295,unrelated,1
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",651,unrelated,1
Giant 8ft 9in catfish weighing 19 stone caught in Italy is thought to be the biggest ever reeled in with a rod and line,2371,unrelated,1
Texas Plumber Isn't Sure How Extremists In Syria Ended Up With His Work Truck,803,unrelated,1
"Rumors of King Abdullah Flying in Airstrikes Not True, Fox Excited Anyway",1689,unrelated,1
The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,1987,unrelated,1
Eyewitness Says Viral Video of Homeless Man Was Staged,1074,unrelated,1
Did Comcast Get a Man Fired From His Job for Complaining About Its Service?,2149,unrelated,1
URGENT: ISIS leader Abu Bakr al-Baghdadi allegedly killed by US airstrikes,1631,unrelated,1
Amazon to Open First Brick-and-Mortar Site,2448,unrelated,1
AUSTRALIA: 600-POUND WOMAN GIVES BIRTH TO 40-POUND BABY,754,unrelated,1
"Kim Jong-un Broke Both Ankles and Is Hospitalized, Report Claims",2327,unrelated,1
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,1294,unrelated,1
Unconfirmed reports claim Canadian-Israeli Gill Rosenberg captured by ISIS,1223,unrelated,1
"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",36,unrelated,1
Axl Rose Dead? Of Course Not — Tiresome Internet Death Hoax Plague Hits Guns N’ Roses Frontman,1826,unrelated,1
Militant Group Says It Killed American Journalist in Syria,2130,unrelated,1
"BREAKING: ""Brat Pack"" Judd Nelson Found Dead in Los Angeles Condo",2332,unrelated,1
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,17,unrelated,1
ISIL Beheads American Photojournalist in Iraq,1359,unrelated,1
Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,787,unrelated,1
"Zack Snyder Kills ""Stolen Batmobile"" Rumor With Great Photo",2055,unrelated,1
Video: Islamic State Claims to Have Captured US Weapons Airdrop Near Kobane,1026,unrelated,1
KFC Locations In Colorado To Begin Selling Marijuana,1826,unrelated,1
"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",2213,unrelated,1
Texas plumber threatened over jihadis using his old truck,803,unrelated,1
Michael Zehaf-Bibeau was shot nearly a dozen times before Kevin Vickers fatally wounded him,1175,unrelated,1
'Banksy' Reacts To Paris Attack With Poignant Drawing,1867,unrelated,1
Comcast blocks Tor,1521,unrelated,1
App brush list actually do so sister you tired it?,126,unrelated,1
Soldier shot at War Memorial; multiple shots fired in Parliament,892,unrelated,1
Iraqi media says ISIS militants have contracted Ebola,1673,unrelated,1
Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),47,unrelated,1
"Apple 12-Inch MacBook Air Details Emerge; Device Could Be Thinner, Lighter Than Current Model",1863,unrelated,1
Libya: Missing Libya Planes Spark Security Concerns,1336,unrelated,1
Video: Marine survives Taliban sniper headshot thanks to helmet,532,unrelated,1
Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',373,unrelated,1
Kim Jong-Un's Scottish Dog Meat Restaurant Is Probably Fabricated Shite,1631,unrelated,1
KFC Locations In Colorado To Begin Selling Marijuana,1277,unrelated,1
"Tropical spider burrows under man's skin, lives there for three days",1375,unrelated,1
"Jess Smith, 19, Claims She Was Teletubbies' Giggling Baby: What Did She Get Paid?",1834,unrelated,1
Meet The College Student Who Claims She Was The ‘Teletubbies’ Sun Baby,470,unrelated,1
"NASA: Planetary Alignment On Jan 4, 2015 Will Decrease Gravity For 5 Minutes Causing Partial Weightlessness???",255,unrelated,1
"No, that high school kid didn't make $72 million trading stocks",409,unrelated,1
Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',1806,unrelated,1
What This Homeless Guy Did With $100 Completely Stunned The Man Who Gave It To Him,1820,unrelated,1
Islamic State fighters detonate 'SCORPION bombs' in terror siege,922,unrelated,1
Shots Heard In Alleged Brown Shooting Recording [AUDIO],900,unrelated,1
Vandals add rude paint job to $2.5m Bugatti (but luckily for the owner it all turned out to be a hoax),615,unrelated,1
"UPDATED 'Jihadi John' identified as Mohammed Emwazi of London, reports say",2470,unrelated,1
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1120,unrelated,1
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",643,unrelated,1
Paul Revere's 1795 time capsule unearthed,1545,unrelated,1
US Marine survives headshot from Taliban (video),709,unrelated,1
ISIL militant 'Jihadi John' named by media,2165,unrelated,1
"Meet Magneto Boy, the kid who attracts metal with his body",308,unrelated,1
'Banksy' Reacts To Paris Attack With Poignant Drawing,1175,unrelated,1
ESPN’s Domestic Abuse Tonight Panel Will Be 100% Dudes,2167,unrelated,1
WHO investigates media reports ISIS fighters contracted Ebola,225,unrelated,1
'Jihadi John' named as Mohammed Emwazi from London,1933,unrelated,1
Staff Reporter,99,unrelated,1
Boko Haram Denies Nigeria Cease-Fire Claim,459,unrelated,1
Questions raised over Nicaragua 'meteorite',1071,unrelated,1
"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",2471,unrelated,1
Mexican students not among bodies found in mass graves,2360,unrelated,1
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,365,unrelated,1
You all had an abortion! [Google Translate],2504,unrelated,1
GCPD Solved Stolen Batmobile Case?,1311,unrelated,1
Fake-News: 'McDonald's Will Stop Serving Overweight Customers',2163,unrelated,1
"In Moscow, police are looking for a felon, cut the male genitals",1258,unrelated,1
"No, there aren’t any Ebola cases in Iraq",2075,unrelated,1
"Once Again, The Banksy 'Arrest' Is A Giant Hoax. Repeat: A Hoax.",1544,unrelated,1
Kim Jong-Un 'bans the name Kim Jong-un',144,unrelated,1
"No, Saudi TV Did Not Blur Out Images of Michelle Obama",2130,unrelated,1
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",573,unrelated,1
Kim Jong-Un's sister reportedly running N. Korea,1029,unrelated,1
NASA Confirms Earth Will Experience 6 Days of Total Darkness in December 2014!,487,unrelated,1
Court Orders Probe Into Complaints Of 'Forced Castration' In Religious 'Dera' Sect,1281,unrelated,1
PopWatch Teenager fights for the right to be recognized as Teletubbies' smiling sun-baby,2256,unrelated,1
Michael Phelps’ ‘girlfriend’ reveals she was born a man – and never told the swimmer,521,unrelated,1
Cheese addiction breaks Kim Jong-un's ankles,1837,unrelated,1
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,2272,unrelated,1
Small Meteorite Strikes in Nicaragua's Capital City of Managua,2129,unrelated,1
"White House Fence-Jumper Overpowered Secret Service Officer, Ran Through Much of Main Floor",1137,unrelated,1
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,1503,unrelated,1
Axl Rose Dead? Of Course Not — Tiresome Internet Death Hoax Plague Hits Guns N’ Roses Frontman,1180,unrelated,1
Crazy iPhone rig shows how Chinese workers manipulate App Store rankings,752,unrelated,1
Homeless man who received a meal and hotel stay after spending $100 donation on food for friends insists it was NOT a hoax – despite new witness insisting there was no way he could have been secretly filmed,1611,unrelated,1
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,206,unrelated,1
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",1820,unrelated,1
Vice CEO Throws Down $300K on Lavish Vegas Dinner,2034,unrelated,1
Hunt for 'cruel' owner who abandoned dog at train station,650,unrelated,1
Street Artist BANKSY Arrested? Again?,1544,unrelated,1
20-year-old burger: McDonald's Quarter Pounder looks eerily new after 2 decades,1195,unrelated,1
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,1802,unrelated,1
Bali Awry,1602,unrelated,1
Man breaks down in tears when a lost recording of his deceased wife resurfaces,2044,unrelated,1
‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,748,unrelated,1
No One In North Korea Is Allowed To Share Kim Jong Un's Name,979,unrelated,1
"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",331,unrelated,1
Missing Mexican students 'not found in mass grave',1673,unrelated,1
Mirfield man's tears of joy after lost voicemail of wife retrieved,2406,unrelated,1
Vigilantes cut off alleged rapist's penis,86,unrelated,1
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,5,unrelated,1
Penis Drawn On Bugatti Veyron Could Be World's Most Expensive Car Vandalism,2286,unrelated,1
Sugarhill Gang's Big Bank Hank Dead At 57,752,unrelated,1
Is the iPhone 6 Really Pulling Out Your Hair?,22,unrelated,1
Is There an ISIS Threat on the Texas-Mexico Border or Not?,80,unrelated,1
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,562,unrelated,1
"Despite no Ebola case in Kansas City, the rumor goes viral",2306,unrelated,1
Audio of gunfire in Michael Brown case authenticated by app company,2044,unrelated,1
Unconfirmed reports claim Canadian-Israeli Gill Rosenberg captured by ISIS,573,unrelated,1
Isis 'fed murdered kidnap victim to his own mother after she travelled to their headquarters and demanded to see him',2349,unrelated,1
Son pays off his parents' mortgage in a heartwarming Christmas video,377,unrelated,1
Gateway Pundit,8,unrelated,1
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,1294,unrelated,1
UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,1673,unrelated,1
Jordan king cites Clint Eastwood in revenge vow,773,unrelated,1
"ISIS Video Shows Execution of David Cawthorne Haines, British Aid Worker",1011,unrelated,1
Accountant Claims Comcast Got Him Fired From His Job for Reporting a Customer Service Issue,1689,unrelated,1
"Meet Magneto Boy, the kid who attracts metal with his body",1137,unrelated,1
"Soldier, Gunman Killed In Shooting Incident Near Canadian Parliament",892,unrelated,1
Sugarhill Gang’s Big Bank Hank dead at 57,754,unrelated,1
BiH: Seven Primary School Students Pregnant After Five-Day Excursion,1408,unrelated,1
Christian Bale in Talks to Play Steve Jobs (Exclusive),1294,unrelated,1
"Oh Hey, Paul Rudd Was One Of The Dallas Airport Homophobe Heroes, No Big",1642,unrelated,1
Alleged Ottawa gunman: What we know so far about Michael Zehaf-Bibeau,107,unrelated,1
Iraqi media: ISIS militants have contracted Ebola,1938,unrelated,1
"No, there aren’t any Ebola cases in Iraq",5,unrelated,1
Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,737,unrelated,1
"Hundreds of dog-lovers from around the world offer home to pet abandoned at the railway station with a suitcase containing his pillow, toy, bowl and favourite food",54,unrelated,1
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,559,unrelated,1
Somalia Shebab chief Ahmed Abdi Godane likely dead in US strike: Source,1931,unrelated,1
WTC rats scare off Anna Wintour,30,unrelated,1
VIDEO: Son Stuns Parents By Paying Off Their Mortgage As Christmas Surprise,1933,unrelated,1
The Chinese Guide to Avoiding a Bad English Name,2277,unrelated,1
Opposition group: ISIS militants training to fly warplanes in Syria,886,unrelated,1
Widower Cries Tears Of Joy After Hearing Late Wife's Voice Again,2406,unrelated,1
"North Korea leader Kim is still in charge, has injured leg: source",1567,unrelated,1
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,900,unrelated,1
Axl Rose Dead? Of Course Not — Tiresome Internet Death Hoax Plague Hits Guns N’ Roses Frontman,144,unrelated,1
Woman Spends Entire Week In KFC After Getting Dumped By Her Boyfriend,1473,unrelated,1
British-born rapper is main suspect in search for ISIS jihadist who beheaded James Foley,913,unrelated,1
"Pizza delivery man gets $2,000 tip",781,unrelated,1
Armed U.S. drones spotted flying over Syria in possible hunt for ISIS leader,1081,unrelated,1
"Amazon reportedly launching free, ad-supported video service (updated)",1971,unrelated,1
Google Grows With $1.6 Billion in California Office Deals,225,unrelated,1
A bunch of cool health features were cut from the Apple Watch at the last minute,757,unrelated,1
Shots Heard In Alleged Brown Shooting Recording [AUDIO],190,unrelated,1
Shots Heard In Alleged Brown Shooting Recording [AUDIO],456,unrelated,1
I aborted my baby because it was a boy,2055,unrelated,1
White House Fence Jumper Pushed Past Female Guard,1137,unrelated,1
Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact,206,unrelated,1
20-Year-Old Quarter Pounder Looks About the Same,199,unrelated,1
ISIL Beheads American Photojournalist in Iraq,726,unrelated,1
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,2448,unrelated,1
'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria,2196,unrelated,1
An accidental delivery of arms to the Islamic State and the problem with airdrops,1026,unrelated,1
Guru who ordered 400 followers to be castrated 'so they could be closer to God' is investigated for grievous bodily harm in India,664,unrelated,1
ISIS Extremists Claim to Behead British Hostage David Haines,1360,unrelated,1
"Pizza delivery driver surprised with $2,000 tip",1699,unrelated,1
Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,1483,unrelated,1
Seth Rogen to play Steve Wozniak alongside Christian Bale's Steve Jobs,2410,unrelated,1
The Chinese Guide to Avoiding a Bad English Name,678,unrelated,1
Son pays off his parents' mortgage in a heartwarming Christmas video,1933,unrelated,1
Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,719,unrelated,1
Rapper identified as James Foley's executioner: reports,1649,unrelated,1
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,1107,unrelated,1
Watch: ISIS Claims to Have Captured U.S. Airdropped Weapons,2213,unrelated,1
"Oh Hey, Paul Rudd Was One Of The Dallas Airport Homophobe Heroes, No Big",242,unrelated,1
Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report,1095,unrelated,1
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,225,unrelated,1
"Vice Media CEO Shane Smith Spent $300,000 on Las Vegas Dinner (Report)",832,unrelated,1
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",2256,unrelated,1
Indian 'Rapist' Castrated By Angry Mob Who Hack Off Gentials With Meat Cleaver (GRAPHIC PICTURES),2005,unrelated,1
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,190,unrelated,1
An accidental delivery of arms to the Islamic State and the problem with airdrops,2295,unrelated,1
"If you really believed Colorado KFCs were selling pot, here’s a reality check",2034,unrelated,1
"Macaulay Culkin NOT Dead: Facebook, Twitter Death Hoax Goes Viral",1968,unrelated,1
Report: Christian Bale Just Bailed on the Steve Jobs Movie,752,unrelated,1
Saudi cleric condemns snowmen as anti-Islamic,825,unrelated,1
eBay is planning an Apple Watch app,209,unrelated,1
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",2127,unrelated,1
Boko Haram denies ceasefire claim by Nigeria's government,1003,unrelated,1
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",826,unrelated,1
J.J. Abrams Asks Disney To Move Up 'Star Wars: The Force Awakens' Release Date,808,unrelated,1
Catholic Priest Claims God Is Female After Clinically Dead Experience,712,unrelated,1
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1931,unrelated,1
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,2525,unrelated,1
A soldier has been shot at Canada’s war memorial just steps away from the nation’s parliament,803,unrelated,1
Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,2327,unrelated,1
"Marine Gets Shot in the Head, Walks Away",2185,unrelated,1
For sale: Tiger's former island in Sweden,240,unrelated,1
Former PGA Tour player: Tiger Woods suspended for drug test failure,2022,unrelated,1
Identity of ISIS terrorist known as 'Jihadi John' reportedly revealed,1107,unrelated,1
Sugarhill Gang rapper Big Bank Hank dies at age 57,1996,unrelated,1
Comcast blocks Tor,1660,unrelated,1
Two blokes dared to eat 20-year-old burger for charity,1806,unrelated,1
What This Homeless Guy Did With $100 Completely Stunned The Man Who Gave It To Him,676,unrelated,1
"Rodney Constantine, Newfoundland Suspect, Keeps Facebook Pledge To Turn Himself In",1292,unrelated,1
Nigeria says it has deal with Boko Haram to release kidnapped girls,1503,unrelated,1
"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",1483,unrelated,1
"BREAKING NEWS: Female American aid worker, 26, held hostage by ISIS for 18 months has been 'killed in Jordanian air strike'",532,unrelated,1
Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,1375,unrelated,1
Elderly Woman Arrested for Kidnapping Neighbor’s Cats & Making Fur Coats,305,unrelated,1
"Canadian woman 'captured by ISIS in Syria' says she is actually fine and still fighting the jihadists, despite kidnap reports",1628,unrelated,1
"Fidel Castro Dead? Yes, He Is… But The Cuban Leader Is Alive, Death Rumors Proven False",227,unrelated,1
ISIS video showing beheading triggers international response,1011,unrelated,1
"No, Banksy hasn’t been arrested",1458,unrelated,1
